reaction_id,flux,absolute_flux
TDPDRE,0.0,0.0
UDPGALM,0.0,0.0
EX_lac__D_e,0.0,0.0
DHAPT,0.0,0.0
2DGULRy,0.0,0.0
CRNBTCT,0.0,0.0
AGMHE,0.0,0.0
F6PA,0.0,0.0
EX_ttdcea_e,0.0,0.0
S7PI,0.0,0.0
GMHEPPA,0.0,0.0
ADNUC,0.0,0.0
GLYAT,0.0,0.0
AOBUTDs,0.0,0.0
NDPK7,0.0,0.0
NTD7,0.0,0.0
NTD1,0.0,0.0
ADK1,0.0,0.0
GLYCLTDx,0.0,0.0
NADN,0.0,0.0
GTPDPK,0.0,0.0
IDOND2,0.0,0.0
IDOND,0.0,0.0
EX_gthrd_e,0.0,0.0
ADPT,0.0,0.0
EX_h2s_e,0.0,0.0
GMHEPAT,0.0,0.0
CRNCDH,0.0,0.0
NTD10,0.0,0.0
CRNCBCT,0.0,0.0
HETZK,0.0,0.0
ASNN,0.0,0.0
AGDC,0.0,0.0
ADD,0.0,0.0
DADA,0.0,0.0
ADA,0.0,0.0
HPYRRy,0.0,0.0
GSPMDA,0.0,0.0
EX_acnam_e,0.0,0.0
CYNTAH,0.0,0.0
SGDS,0.0,0.0
AST,0.0,0.0
EX_26dap__M_e,0.0,0.0
P5CD,0.0,0.0
NNAM,0.0,0.0
NMNDA,0.0,0.0
NDPK1,0.0,0.0
DGK1,0.0,0.0
TMAOR2,0.0,0.0
TMAOR1,0.0,0.0
EX_amp_e,0.0,0.0
GUAD,0.0,0.0
GSPMDS,0.0,0.0
BETALDHx,0.0,0.0
EX_tartr__L_e,0.0,0.0
EX_met__D_e,0.0,0.0
EX_fuc__L_e,0.0,0.0
TRE6PP,0.0,0.0
DOGULNR,0.0,0.0
X5PL3E,0.0,0.0
MALS,0.0,0.0
TDPADGAT,0.0,0.0
SPMDAT2,0.0,0.0
KG6PDC,0.0,0.0
EX_dha_e,0.0,0.0
SPMDAT1,0.0,0.0
FRUK,0.0,0.0
PGMT,0.0,0.0
M1PD,0.0,0.0
ARAI,0.0,0.0
EX_urea_e,0.0,0.0
EX_nmn_e,0.0,0.0
ACPS1,0.0,0.0
FMNRx2,0.0,0.0
AACPS2,0.0,0.0
NADTRHD,0.0,0.0
DKGLCNR1,0.0,0.0
ADPRDP,0.0,0.0
EX_glcur_e,0.0,0.0
EX_glyald_e,0.0,0.0
EX_maltpt_e,0.0,0.0
EX_taur_e,0.0,0.0
MLTG3,0.0,0.0
BETALDHy,0.0,0.0
EX_f6p_e,0.0,0.0
GALUi,0.0,0.0
ACCOAL,0.0,0.0
GSNK,0.0,0.0
AMPN,0.0,0.0
GMPS2,0.0,0.0
FCLPA,0.0,0.0
FCLK,0.0,0.0
FCI,0.0,0.0
GALS3,0.0,0.0
GMAND,0.0,0.0
3HPPPNH,0.0,0.0
EX_ttdca_e,0.0,0.0
CYANST,0.0,0.0
NTPP8,0.0,0.0
EX_pyr_e,0.0,0.0
EX_asp__L_e,0.0,0.0
EX_arg__L_e,0.0,0.0
EX_ala__L_e,0.0,0.0
EX_akg_e,0.0,0.0
EX_ac_e,0.0,0.0
EX_4abut_e,0.0,0.0
PPS,0.0,0.0
MGSA,0.0,0.0
HOPNTAL,0.0,0.0
EX_rmn_e,0.0,0.0
OP4ENH,0.0,0.0
NTPP7,0.0,0.0
NTPP6,0.0,0.0
NTPP3,0.0,0.0
UGLYCH,0.0,0.0
AMANK,0.0,0.0
DCTPD,0.0,0.0
DCYTD,0.0,0.0
GLYCDx,0.0,0.0
HPYRRx,0.0,0.0
CYTD,0.0,0.0
PPCSCT,0.0,0.0
GMPR,0.0,0.0
EX_g6p_e,0.0,0.0
GLUN,0.0,0.0
GLUCYS,0.0,0.0
H2SO,0.0,0.0
EX_glyclt_e,0.0,0.0
CSND,0.0,0.0
GPDDA2,0.0,0.0
GPDDA1,0.0,0.0
NTRIR2x,0.0,0.0
EX_mmet_e,0.0,0.0
EX_2ddglcn_e,0.0,0.0
SGSAD,0.0,0.0
DHCINDO,0.0,0.0
SOTA,0.0,0.0
MDH3,0.0,0.0
DXYLK,0.0,0.0
MCITL2,0.0,0.0
HPPPNDO,0.0,0.0
ADOCBIK,0.0,0.0
EX_galct__D_e,0.0,0.0
ADOCBLS,0.0,0.0
